concept_code,standard_concept,class_type
D016567,C,CHEM
D016576,C,CHEM
D016595,C,CHEM
D016597,C,CHEM
D016604,C,CHEM
D016623,C,CHEM
D016644,C,CHEM
D016651,C,CHEM
D016677,C,CHEM
D016685,C,CHEM
D016695,C,CHEM
D016698,C,CHEM
D016700,C,CHEM
D016712,C,CHEM
D016718,C,CHEM
D016729,C,CHEM
D016753,C,CHEM
D016756,C,CHEM
D016853,C,CHEM
D016898,C,CHEM
D016899,C,CHEM
D016906,C,CHEM
D016912,C,CHEM
D017035,C,CHEM
D017135,C,CHEM
D017137,C,CHEM
D017239,C,CHEM
D017245,C,CHEM
D017255,C,CHEM
D017256,C,CHEM
D017257,C,CHEM
D017258,C,CHEM
D017265,C,CHEM
D017272,C,CHEM
D017273,C,CHEM
D017274,C,CHEM
D017275,C,CHEM
D017279,C,CHEM
D017292,C,CHEM
D017293,C,CHEM
D017294,C,CHEM
D017298,C,CHEM
D017300,C,CHEM
D017307,C,CHEM
D017311,C,CHEM
D017312,C,CHEM
D017315,C,CHEM
D017323,C,CHEM
D017324,C,CHEM
D017328,C,CHEM
D017329,C,CHEM
D017330,C,CHEM
D017332,C,CHEM
D017334,C,CHEM
D017335,C,CHEM
D017336,C,CHEM
D017337,C,CHEM
D017338,C,CHEM
D017346,C,CHEM
D017364,C,CHEM
D017370,C,CHEM
D017373,C,CHEM
D017382,C,CHEM
D017402,C,CHEM
D017409,C,CHEM
D017485,C,CHEM
D017554,C,CHEM
D017556,C,CHEM
D017576,C,CHEM
D017601,C,CHEM
D017605,C,CHEM
D017606,C,CHEM
D017607,C,CHEM
D017608,C,CHEM
D017609,C,CHEM
D017610,C,CHEM
D017611,C,CHEM
D017612,C,CHEM
D017613,C,CHEM
D017616,C,CHEM
D017633,C,CHEM
D017640,C,CHEM
D017646,C,CHEM
D017655,C,CHEM
D017669,C,CHEM
D017670,C,CHEM
D017680,C,CHEM
D017693,C,CHEM
D017705,C,CHEM
D017706,C,CHEM
D017738,C,CHEM
D017739,C,CHEM
D017762,C,CHEM
D017829,C,CHEM
D017830,C,CHEM
D017835,C,CHEM
D017853,C,CHEM
D017879,C,CHEM
D017886,C,CHEM
D017895,C,CHEM
D017905,C,CHEM
D017953,C,CHEM
D017962,C,CHEM
D017965,C,CHEM
D017967,C,CHEM
D017968,C,CHEM
D017971,C,CHEM
D017974,C,CHEM
D017978,C,CHEM
D017984,C,CHEM
D017985,C,CHEM
D018000,C,CHEM
D018011,C,CHEM
D018020,C,CHEM
D018021,C,CHEM
D018029,C,CHEM
D018030,C,CHEM
D018033,C,CHEM
D018036,C,CHEM
D018038,C,CHEM
D018054,C,CHEM
D018120,C,CHEM
D018121,C,CHEM
D018124,C,CHEM
D018125,C,CHEM
D018130,C,CHEM
D018160,C,CHEM
D018272,C,CHEM
D018435,C,CHEM
D018528,C,CHEM
D018647,C,CHEM
D018648,C,CHEM
D018664,C,CHEM
D018698,C,CHEM
D018723,C,CHEM
D018796,C,CHEM
D018818,C,CHEM
D018846,C,CHEM
D018925,C,CHEM
D018941,C,CHEM
D018967,C,CHEM
D018968,C,CHEM
D019089,C,CHEM
D019187,C,CHEM
D019207,C,CHEM
D019208,C,CHEM
D019256,C,CHEM
D019259,C,CHEM
D019274,C,CHEM
D019287,C,CHEM
D019289,C,CHEM
D019290,C,CHEM
D019298,C,CHEM
D019301,C,CHEM
D019308,C,CHEM
D019311,C,CHEM
D019326,C,CHEM
D019327,C,CHEM
D019342,C,CHEM
D019343,C,CHEM
D019344,C,CHEM
D019345,C,CHEM
D019346,C,CHEM
D019347,C,CHEM
D019354,C,CHEM
D019355,C,CHEM
D019357,C,CHEM
D019379,C,CHEM
D019382,C,CHEM
D019386,C,CHEM
D019590,C,CHEM
D019690,C,CHEM
D019695,C,CHEM
D019743,C,CHEM
D019757,C,CHEM
D019759,C,CHEM
D019772,C,CHEM
D019774,C,CHEM
D019782,C,CHEM
D019785,C,CHEM
D019786,C,CHEM
D019787,C,CHEM
D019788,C,CHEM
D019789,C,CHEM
D019791,C,CHEM
D019793,C,CHEM
D019797,C,CHEM
D019800,C,CHEM
D019802,C,CHEM
D019803,C,CHEM
D019804,C,CHEM
D019805,C,CHEM
D019808,C,CHEM
D019814,C,CHEM
D019815,C,CHEM
D019817,C,CHEM
D019818,C,CHEM
D019819,C,CHEM
D019820,C,CHEM
D019826,C,CHEM
D019832,C,CHEM
D019833,C,CHEM
D019840,C,CHEM
D019855,C,CHEM
D019856,C,CHEM
D019905,C,CHEM
D020001,C,CHEM
D020002,C,CHEM
D020003,C,CHEM
D020033,C,CHEM
D020051,C,CHEM
D020058,C,CHEM
D020097,C,CHEM
D020105,C,CHEM
D020106,C,CHEM
D020108,C,CHEM
D020110,C,CHEM
D020113,C,CHEM
D020148,C,CHEM
D020156,C,CHEM
D020160,C,CHEM
D020313,C,CHEM
D020346,C,CHEM
D020355,C,CHEM
D020358,C,CHEM
D020366,C,CHEM
D020372,C,CHEM
D020383,C,CHEM
D020404,C,CHEM
D020442,C,CHEM
D020574,C,CHEM
D020682,C,CHEM
D020689,C,CHEM
D020723,C,CHEM
D020724,C,CHEM
D020738,C,CHEM
D020791,C,CHEM
D020794,C,CHEM
D020799,C,CHEM
D020849,C,CHEM
D020860,C,CHEM
D020887,C,CHEM
D020888,C,CHEM
D020909,C,CHEM
D020910,C,CHEM
D020911,C,CHEM
D020912,C,CHEM
D020913,C,CHEM
D020916,C,CHEM
D020926,C,CHEM
D020927,C,CHEM
D020932,C,CHEM
D020933,C,CHEM
D020947,C,CHEM
D020959,C,CHEM
D020960,C,CHEM
D021542,C,CHEM
D022562,C,CHEM
D022661,C,CHEM
D022882,C,CHEM
D023181,C,CHEM
D024022,C,CHEM
D024042,C,CHEM
D024043,C,CHEM
D024341,C,CHEM
D024342,C,CHEM
D024361,C,CHEM
D024482,C,CHEM
D024483,C,CHEM
D024502,C,CHEM
D024503,C,CHEM
D024504,C,CHEM
D024505,C,CHEM
D024508,C,CHEM
D025101,C,CHEM
D025361,C,CHEM
D025441,C,CHEM
D025442,C,CHEM
D025443,C,CHEM
D025762,C,CHEM
D026023,C,CHEM
D026361,C,CHEM
D026901,C,CHEM
D027321,C,CHEM
D027361,C,CHEM
D028581,C,CHEM
D029365,C,CHEM
D029404,C,CHEM
D029968,C,CHEM
D030162,C,CHEM
D030301,C,CHEM
D032581,C,CHEM
D033862,C,CHEM
D034242,C,CHEM
D034261,C,CHEM
D034442,C,CHEM
D034444,C,CHEM
D034741,C,CHEM
D036002,C,CHEM
D036022,C,CHEM
D036145,C,CHEM
D036341,C,CHEM
D036381,C,CHEM
D037521,C,CHEM
D037621,C,CHEM
D039821,C,CHEM
D039823,C,CHEM
D040262,C,CHEM
D042462,C,CHEM
D042724,C,CHEM
D043322,C,CHEM
D043324,C,CHEM
D043343,C,CHEM
D043371,C,CHEM
D043373,C,CHEM
D043803,C,CHEM
D043822,C,CHEM
D043823,C,CHEM
D044004,C,CHEM
D044162,C,CHEM
D044243,C,CHEM
D044482,C,CHEM
D044602,C,CHEM
D044945,C,CHEM
D044946,C,CHEM
D044947,C,CHEM
D044948,C,CHEM
D044950,C,CHEM
D045162,C,CHEM
D045165,C,CHEM
D045167,C,CHEM
D045265,C,CHEM
D045563,C,CHEM
D045726,C,CHEM
D045728,C,CHEM
D045762,C,CHEM
D045782,C,CHEM
D045783,C,CHEM
D045784,C,CHEM
D045786,C,CHEM
D045787,C,CHEM
D045789,C,CHEM
D045792,C,CHEM
D047011,C,CHEM
D047030,C,CHEM
D047069,C,CHEM
D047071,C,CHEM
D047151,C,CHEM
D047188,C,CHEM
D047309,C,CHEM
D047310,C,CHEM
D047391,C,CHEM
D047392,C,CHEM
D047408,C,CHEM
D047630,C,CHEM
D047908,C,CHEM
D048271,C,CHEM
D048448,C,CHEM
D049528,C,CHEM
D049933,C,CHEM
D050111,C,CHEM
D050112,C,CHEM
D050178,C,CHEM
D050338,C,CHEM
D050477,C,CHEM
D050576,C,CHEM
D050607,C,CHEM
D050718,C,CHEM
D051398,C,CHEM
D051401,C,CHEM
D051523,C,CHEM
D052117,C,CHEM
D052157,C,CHEM
D052160,C,CHEM
D052176,C,CHEM
D052203,C,CHEM
D052216,C,CHEM
D052336,C,CHEM
D052638,C,CHEM
D052899,C,CHEM
D052999,C,CHEM
D053119,C,CHEM
D053139,C,CHEM
D053147,C,CHEM
D053149,C,CHEM
D053243,C,CHEM
D053260,C,CHEM
D053284,C,CHEM
D053486,C,CHEM
D053545,C,CHEM
D053582,C,CHEM
D053583,C,CHEM
D053590,C,CHEM
D053626,C,CHEM
D053630,C,CHEM
D053773,C,CHEM
D053778,C,CHEM
D053781,C,CHEM
D053782,C,CHEM
D053799,C,CHEM
D053978,C,CHEM
D054199,C,CHEM
D054298,C,CHEM
D054299,C,CHEM
D054392,C,CHEM
D054659,C,CHEM
D054709,C,CHEM
D054816,C,CHEM
D054883,C,CHEM
D055292,C,CHEM
D055314,C,CHEM
D055315,C,CHEM
D055411,C,CHEM
D055666,C,CHEM
D056604,C,CHEM
D056831,C,CHEM
D057055,C,CHEM
D057056,C,CHEM
D057057,C,CHEM
D057073,C,CHEM
D057134,C,CHEM
D057888,C,CHEM
D057889,C,CHEM
D058085,C,CHEM
D058227,C,CHEM
D058228,C,CHEM
D058727,C,CHEM
D058766,C,CHEM
D058833,C,CHEM
D058846,C,CHEM
D058924,C,CHEM
D059808,C,CHEM
D060172,C,CHEM
D060754,C,CHEM
D060829,C,CHEM
D061067,C,CHEM
D061250,C,CHEM
D061266,C,CHEM
D061268,C,CHEM
D061386,C,CHEM
D061389,C,CHEM
D061405,C,CHEM
D061485,C,CHEM
D061905,C,CHEM
D062165,C,CHEM
D062368,C,CHEM
D062425,C,CHEM
D062845,C,CHEM
D062907,C,CHEM
D063065,C,CHEM
D063066,C,CHEM
D063086,C,CHEM
D063325,C,CHEM
D064098,C,CHEM
D064209,C,CHEM
D064227,C,CHEM
D064412,C,CHEM
D064427,C,CHEM
D064586,C,CHEM
D064588,C,CHEM
D064687,C,CHEM
D064692,C,CHEM
D064697,C,CHEM
D064699,C,CHEM
D064704,C,CHEM
D064705,C,CHEM
D064730,C,CHEM
D064747,C,CHEM
D064748,C,CHEM
D064750,C,CHEM
D064751,C,CHEM
D064753,C,CHEM
D064791,C,CHEM
D064805,C,CHEM
D065146,C,CHEM
D065347,C,CHEM
D066248,C,CHEM
D066255,C,CHEM
N0000175479,C,CHEM
N0000175512,C,CHEM
N0000177907,C,CHEM
N0000184152,C,CHEM
