ancestor_concept_code,descendant_concept_code,level_of_separation
N0000009061,N0000008652,1
N0000008652,N0000008652,0
N0000009802,N0000009340,5
N0000009057,N0000009340,4
N0000009748,N0000009340,3
N0000008327,N0000009340,2
N0000009061,N0000009340,1
N0000009340,N0000009340,0
N0000009802,N0000009346,5
N0000009057,N0000009346,4
N0000009748,N0000009346,3
N0000008327,N0000009346,2
N0000009061,N0000009346,1
N0000009346,N0000009346,0
N0000009802,N0000020040,4
N0000009802,N0000009064,5
N0000009802,N0000008650,6
N0000009057,N0000020040,3
N0000009057,N0000009064,4
N0000009057,N0000008650,5
N0000009748,N0000020040,2
N0000009748,N0000009064,3
N0000009748,N0000008650,4
N0000008327,N0000020040,1
N0000008327,N0000009064,2
N0000008327,N0000008650,3
N0000020040,N0000020040,0
N0000020040,N0000009064,1
N0000020040,N0000008650,2
N0000009064,N0000009064,0
N0000009064,N0000008650,1
N0000008650,N0000008650,0
N0000009802,N0000008651,6
N0000009057,N0000008651,5
N0000009748,N0000008651,4
N0000008327,N0000008651,3
N0000020040,N0000008651,2
N0000009064,N0000008651,1
N0000008651,N0000008651,0
N0000009802,N0000009344,6
N0000009057,N0000009344,5
N0000009748,N0000009344,4
N0000008327,N0000009344,3
N0000020040,N0000009344,2
N0000009064,N0000009344,1
N0000009344,N0000009344,0
N0000009802,N0000009345,6
N0000009057,N0000009345,5
N0000009748,N0000009345,4
N0000008327,N0000009345,3
N0000020040,N0000009345,2
N0000009064,N0000009345,1
N0000009345,N0000009345,0
N0000009802,N0000020041,5
N0000009802,N0000020042,6
N0000009057,N0000020041,4
N0000009057,N0000020042,5
N0000009748,N0000020041,3
N0000009748,N0000020042,4
N0000008327,N0000020041,2
N0000008327,N0000020042,3
N0000020040,N0000020041,1
N0000020040,N0000020042,2
N0000020041,N0000020041,0
N0000020041,N0000020042,1
N0000020042,N0000020042,0
N0000009802,N0000020043,6
N0000009057,N0000020043,5
N0000009748,N0000020043,4
N0000008327,N0000020043,3
N0000020040,N0000020043,2
N0000020041,N0000020043,1
N0000020043,N0000020043,0
N0000009802,N0000009739,3
N0000009802,N0000010222,4
N0000009802,N0000008360,5
N0000009802,N0000008358,6
N0000009802,N0000008553,7
N0000009057,N0000009739,2
N0000009057,N0000010222,3
N0000009057,N0000008360,4
N0000009057,N0000008358,5
N0000009057,N0000008553,6
N0000009748,N0000009739,1
N0000009748,N0000010222,2
N0000009748,N0000008360,3
N0000009748,N0000008358,4
N0000009748,N0000008553,5
N0000009739,N0000009739,0
N0000009739,N0000010222,1
N0000009739,N0000008360,2
N0000009739,N0000008358,3
N0000009739,N0000008553,4
N0000010222,N0000010222,0
N0000010222,N0000008360,1
N0000010222,N0000008358,2
N0000010222,N0000008553,3
N0000008360,N0000008360,0
N0000008360,N0000008358,1
N0000008360,N0000008553,2
N0000008358,N0000008358,0
N0000008358,N0000008553,1
N0000008553,N0000008553,0
N0000009802,N0000009249,7
N0000009057,N0000009249,6
N0000009748,N0000009249,5
N0000009739,N0000009249,4
N0000010222,N0000009249,3
N0000008360,N0000009249,2
N0000008358,N0000009249,1
N0000009249,N0000009249,0
N0000009802,N0000008359,6
N0000009802,N0000008554,7
N0000009057,N0000008359,5
N0000009057,N0000008554,6
N0000009748,N0000008359,4
N0000009748,N0000008554,5
N0000009739,N0000008359,3
N0000009739,N0000008554,4
N0000010222,N0000008359,2
N0000010222,N0000008554,3
N0000008360,N0000008359,1
N0000008360,N0000008554,2
N0000008359,N0000008359,0
N0000008359,N0000008554,1
N0000008554,N0000008554,0
N0000009802,N0000009250,7
N0000009057,N0000009250,6
N0000009748,N0000009250,5
N0000009739,N0000009250,4
N0000010222,N0000009250,3
N0000008360,N0000009250,2
N0000008359,N0000009250,1
N0000009250,N0000009250,0
N0000009802,N0000008361,6
N0000009802,N0000008555,7
N0000009057,N0000008361,5
N0000009057,N0000008555,6
N0000009748,N0000008361,4
N0000009748,N0000008555,5
N0000009739,N0000008361,3
N0000009739,N0000008555,4
N0000010222,N0000008361,2
N0000010222,N0000008555,3
N0000008360,N0000008361,1
N0000008360,N0000008555,2
N0000008361,N0000008361,0
N0000008361,N0000008555,1
N0000008555,N0000008555,0
N0000009802,N0000009251,7
N0000009057,N0000009251,6
N0000009748,N0000009251,5
N0000009739,N0000009251,4
N0000010222,N0000009251,3
N0000008360,N0000009251,2
N0000008361,N0000009251,1
N0000009251,N0000009251,0
N0000009802,N0000010236,6
N0000009802,N0000010237,7
N0000009057,N0000010236,5
N0000009057,N0000010237,6
N0000009748,N0000010236,4
N0000009748,N0000010237,5
N0000009739,N0000010236,3
N0000009739,N0000010237,4
N0000010222,N0000010236,2
N0000010222,N0000010237,3
N0000008360,N0000010236,1
N0000008360,N0000010237,2
N0000010236,N0000010236,0
N0000010236,N0000010237,1
N0000010237,N0000010237,0
N0000009802,N0000010238,7
N0000009057,N0000010238,6
N0000009748,N0000010238,5
N0000009739,N0000010238,4
N0000010222,N0000010238,3
N0000008360,N0000010238,2
N0000010236,N0000010238,1
N0000010238,N0000010238,0
N0000009802,N0000010223,5
N0000009802,N0000010224,6
N0000009057,N0000010223,4
N0000009057,N0000010224,5
N0000009748,N0000010223,3
N0000009748,N0000010224,4
N0000009739,N0000010223,2
N0000009739,N0000010224,3
N0000010222,N0000010223,1
N0000010222,N0000010224,2
N0000010223,N0000010223,0
N0000010223,N0000010224,1
N0000010224,N0000010224,0
N0000009802,N0000010225,6
N0000009057,N0000010225,5
N0000009748,N0000010225,4
N0000009739,N0000010225,3
N0000010222,N0000010225,2
N0000010223,N0000010225,1
N0000010225,N0000010225,0
N0000009802,N0000009895,4
N0000009802,N0000008687,5
N0000009057,N0000009895,3
N0000009057,N0000008687,4
N0000009748,N0000009895,2
N0000009748,N0000008687,3
N0000009739,N0000009895,1
N0000009739,N0000008687,2
N0000009895,N0000009895,0
N0000009895,N0000008687,1
N0000008687,N0000008687,0
N0000009802,N0000008688,5
N0000009057,N0000008688,4
N0000009748,N0000008688,3
N0000009739,N0000008688,2
N0000009895,N0000008688,1
N0000008688,N0000008688,0
N0000009802,N0000009379,5
N0000009057,N0000009379,4
N0000009748,N0000009379,3
N0000009739,N0000009379,2
N0000009895,N0000009379,1
N0000009379,N0000009379,0
N0000009802,N0000009380,5
N0000009057,N0000009380,4
N0000009748,N0000009380,3
N0000009739,N0000009380,2
N0000009895,N0000009380,1
N0000009380,N0000009380,0
N0000009802,N0000009740,4
N0000009057,N0000009740,3
N0000009748,N0000009740,2
N0000009739,N0000009740,1
N0000009740,N0000009740,0
N0000009802,N0000020020,4
N0000009802,N0000020021,5
N0000009057,N0000020020,3
N0000009057,N0000020021,4
N0000009748,N0000020020,2
N0000009748,N0000020021,3
N0000009739,N0000020020,1
N0000009739,N0000020021,2
N0000020020,N0000020020,0
N0000020020,N0000020021,1
N0000020021,N0000020021,0
N0000009802,N0000020022,5
N0000009057,N0000020022,4
N0000009748,N0000020022,3
N0000009739,N0000020022,2
N0000020020,N0000020022,1
N0000020022,N0000020022,0
N0000009802,N0000009749,3
N0000009802,N0000008707,4
N0000009057,N0000009749,2
N0000009057,N0000008707,3
N0000009748,N0000009749,1
N0000009748,N0000008707,2
N0000009749,N0000009749,0
N0000009749,N0000008707,1
N0000008707,N0000008707,0
N0000009802,N0000009399,4
N0000009057,N0000009399,3
N0000009748,N0000009399,2
N0000009749,N0000009399,1
N0000009399,N0000009399,0
N0000009802,N0000009772,3
N0000009802,N0000009771,4
N0000009802,N0000008766,5
N0000009057,N0000009772,2
N0000009057,N0000009771,3
N0000009057,N0000008766,4
N0000009748,N0000009772,1
N0000009748,N0000009771,2
N0000009748,N0000008766,3
N0000009772,N0000009772,0
N0000009772,N0000009771,1
N0000009772,N0000008766,2
N0000009771,N0000009771,0
N0000009771,N0000008766,1
N0000008766,N0000008766,0
N0000009802,N0000009458,5
N0000009057,N0000009458,4
N0000009748,N0000009458,3
N0000009772,N0000009458,2
N0000009771,N0000009458,1
N0000009458,N0000009458,0
N0000009802,N0000009773,4
N0000009802,N0000008767,5
N0000009802,N0000009013,6
N0000009057,N0000009773,3
N0000009057,N0000008767,4
N0000009057,N0000009013,5
N0000009748,N0000009773,2
N0000009748,N0000008767,3
N0000009748,N0000009013,4
N0000009772,N0000009773,1
N0000009772,N0000008767,2
N0000009772,N0000009013,3
N0000009773,N0000009773,0
N0000009773,N0000008767,1
N0000009773,N0000009013,2
N0000008767,N0000008767,0
N0000008767,N0000009013,1
N0000009013,N0000009013,0
N0000009802,N0000010235,6
N0000009057,N0000010235,5
N0000009748,N0000010235,4
N0000009772,N0000010235,3
N0000009773,N0000010235,2
N0000008767,N0000010235,1
N0000010235,N0000010235,0
N0000009802,N0000009459,5
N0000009057,N0000009459,4
N0000009748,N0000009459,3
N0000009772,N0000009459,2
N0000009773,N0000009459,1
N0000009459,N0000009459,0
N0000009802,N0000009932,3
N0000009802,N0000009933,4
N0000009057,N0000009932,2
N0000009057,N0000009933,3
N0000009748,N0000009932,1
N0000009748,N0000009933,2
N0000009932,N0000009932,0
N0000009932,N0000009933,1
N0000009933,N0000009933,0
N0000009802,N0000009934,4
N0000009802,N0000009935,5
N0000009057,N0000009934,3
N0000009057,N0000009935,4
N0000009748,N0000009934,2
N0000009748,N0000009935,3
N0000009932,N0000009934,1
N0000009932,N0000009935,2
N0000009934,N0000009934,0
N0000009934,N0000009935,1
N0000009935,N0000009935,0
N0000009802,N0000175527,3
N0000009802,N0000175528,4
N0000009802,N0000175529,5
N0000009057,N0000175527,2
N0000009057,N0000175528,3
N0000009057,N0000175529,4
N0000009748,N0000175527,1
N0000009748,N0000175528,2
N0000009748,N0000175529,3
N0000175527,N0000175527,0
N0000175527,N0000175528,1
N0000175527,N0000175529,2
N0000175528,N0000175528,0
N0000175528,N0000175529,1
N0000175529,N0000175529,0
N0000009802,N0000175959,3
N0000009802,N0000175960,4
N0000009057,N0000175959,2
N0000009057,N0000175960,3
N0000009748,N0000175959,1
N0000009748,N0000175960,2
N0000175959,N0000175959,0
N0000175959,N0000175960,1
N0000175960,N0000175960,0
N0000009802,N0000008337,2
N0000009802,N0000008346,3
N0000009802,N0000008334,4
N0000009802,N0000008476,5
N0000009057,N0000008337,1
N0000009057,N0000008346,2
N0000009057,N0000008334,3
N0000009057,N0000008476,4
N0000008337,N0000008337,0
N0000008337,N0000008346,1
N0000008337,N0000008334,2
N0000008337,N0000008476,3
N0000008346,N0000008346,0
N0000008346,N0000008334,1
N0000008346,N0000008476,2
N0000008334,N0000008334,0
N0000008334,N0000008476,1
N0000008476,N0000008476,0
N0000009802,N0000008477,5
N0000009057,N0000008477,4
N0000008337,N0000008477,3
N0000008346,N0000008477,2
N0000008334,N0000008477,1
N0000008477,N0000008477,0
N0000009802,N0000009172,5
N0000009057,N0000009172,4
N0000008337,N0000009172,3
N0000008346,N0000009172,2
N0000008334,N0000009172,1
N0000009172,N0000009172,0
N0000009802,N0000009173,5
N0000009057,N0000009173,4
N0000008337,N0000009173,3
N0000008346,N0000009173,2
N0000008334,N0000009173,1
N0000009173,N0000009173,0
N0000009802,N0000008335,4
N0000009057,N0000008335,3
N0000008337,N0000008335,2
N0000008346,N0000008335,1
N0000008335,N0000008335,0
N0000009802,N0000008336,4
N0000009802,N0000008478,5
N0000009057,N0000008336,3
N0000009057,N0000008478,4
N0000008337,N0000008336,2
N0000008337,N0000008478,3
N0000008346,N0000008336,1
N0000008346,N0000008478,2
N0000008336,N0000008336,0
N0000008336,N0000008478,1
N0000008478,N0000008478,0
N0000009802,N0000008479,5
N0000009057,N0000008479,4
N0000008337,N0000008479,3
N0000008346,N0000008479,2
N0000008336,N0000008479,1
N0000008479,N0000008479,0
N0000009802,N0000009174,5
N0000009057,N0000009174,4
N0000008337,N0000009174,3
N0000008346,N0000009174,2
N0000008336,N0000009174,1
N0000009174,N0000009174,0
N0000009802,N0000009175,5
N0000009057,N0000009175,4
N0000008337,N0000009175,3
N0000008346,N0000009175,2
N0000008336,N0000009175,1
N0000009175,N0000009175,0
N0000009802,N0000008378,4
N0000009802,N0000008574,5
N0000009057,N0000008378,3
N0000009057,N0000008574,4
N0000008337,N0000008378,2
N0000008337,N0000008574,3
N0000008346,N0000008378,1
N0000008346,N0000008574,2
N0000008378,N0000008378,0
N0000008378,N0000008574,1
N0000008574,N0000008574,0
N0000009802,N0000008575,5
N0000009057,N0000008575,4
N0000008337,N0000008575,3
N0000008346,N0000008575,2
N0000008378,N0000008575,1
N0000008575,N0000008575,0
N0000009802,N0000019996,4
N0000009802,N0000019997,5
N0000009802,N0000019998,6
N0000009057,N0000019996,3
N0000009057,N0000019997,4
N0000009057,N0000019998,5
N0000008337,N0000019996,2
N0000008337,N0000019997,3
N0000008337,N0000019998,4
N0000008346,N0000019996,1
N0000008346,N0000019997,2
N0000008346,N0000019998,3
N0000019996,N0000019996,0
N0000019996,N0000019997,1
N0000019996,N0000019998,2
N0000019997,N0000019997,0
N0000019997,N0000019998,1
N0000019998,N0000019998,0
N0000009802,N0000019999,6
N0000009057,N0000019999,5
N0000008337,N0000019999,4
N0000008346,N0000019999,3
N0000019996,N0000019999,2
N0000019997,N0000019999,1
N0000019999,N0000019999,0
N0000009802,N0000175085,4
N0000009057,N0000175085,3
N0000008337,N0000175085,2
N0000008346,N0000175085,1
N0000175085,N0000175085,0
N0000009802,N0000008338,3
N0000009802,N0000010231,4
N0000009802,N0000008667,5
N0000009057,N0000008338,2
N0000009057,N0000010231,3
N0000009057,N0000008667,4
N0000008337,N0000008338,1
N0000008337,N0000010231,2
N0000008337,N0000008667,3
N0000008338,N0000008338,0
N0000008338,N0000010231,1
N0000008338,N0000008667,2
N0000010231,N0000010231,0
N0000010231,N0000008667,1
N0000008667,N0000008667,0
N0000009802,N0000008668,5
N0000009057,N0000008668,4
N0000008337,N0000008668,3
N0000008338,N0000008668,2
N0000010231,N0000008668,1
N0000008668,N0000008668,0
N0000009802,N0000010230,4
N0000009802,N0000010228,5
N0000009802,N0000010232,6
N0000009057,N0000010230,3
N0000009057,N0000010228,4
N0000009057,N0000010232,5
N0000008337,N0000010230,2
N0000008337,N0000010228,3
N0000008337,N0000010232,4
N0000008338,N0000010230,1
N0000008338,N0000010228,2
N0000008338,N0000010232,3
N0000010230,N0000010230,0
N0000010230,N0000010228,1
N0000010230,N0000010232,2
N0000010228,N0000010228,0
N0000010228,N0000010232,1
N0000010232,N0000010232,0
N0000009802,N0000010229,5
N0000009802,N0000010233,6
N0000009057,N0000010229,4
N0000009057,N0000010233,5
N0000008337,N0000010229,3
N0000008337,N0000010233,4
N0000008338,N0000010229,2
N0000008338,N0000010233,3
N0000010230,N0000010229,1
N0000010230,N0000010233,2
N0000010229,N0000010229,0
N0000010229,N0000010233,1
N0000010233,N0000010233,0
N0000009802,N0000008339,3
N0000009802,N0000008340,4
N0000009802,N0000008480,5
N0000009057,N0000008339,2
N0000009057,N0000008340,3
N0000009057,N0000008480,4
N0000008337,N0000008339,1
N0000008337,N0000008340,2
N0000008337,N0000008480,3
N0000008339,N0000008339,0
N0000008339,N0000008340,1
N0000008339,N0000008480,2
N0000008340,N0000008340,0
N0000008340,N0000008480,1
N0000008480,N0000008480,0
N0000009802,N0000009176,5
N0000009057,N0000009176,4
N0000008337,N0000009176,3
N0000008339,N0000009176,2
N0000008340,N0000009176,1
N0000009176,N0000009176,0
N0000009802,N0000008342,4
N0000009802,N0000009744,5
N0000009802,N0000008704,6
N0000009057,N0000008342,3
N0000009057,N0000009744,4
N0000009057,N0000008704,5
N0000008337,N0000008342,2
N0000008337,N0000009744,3
N0000008337,N0000008704,4
N0000008339,N0000008342,1
N0000008339,N0000009744,2
N0000008339,N0000008704,3
N0000008342,N0000008342,0
N0000008342,N0000009744,1
N0000008342,N0000008704,2
N0000009744,N0000009744,0
N0000009744,N0000008704,1
N0000008704,N0000008704,0
N0000009802,N0000009396,6
N0000009057,N0000009396,5
N0000008337,N0000009396,4
N0000008339,N0000009396,3
N0000008342,N0000009396,2
N0000009744,N0000009396,1
N0000009396,N0000009396,0
N0000009802,N0000009750,5
N0000009802,N0000008732,6
N0000009057,N0000009750,4
N0000009057,N0000008732,5
N0000008337,N0000009750,3
N0000008337,N0000008732,4
N0000008339,N0000009750,2
N0000008339,N0000008732,3
N0000008342,N0000009750,1
N0000008342,N0000008732,2
N0000009750,N0000009750,0
N0000009750,N0000008732,1
N0000008732,N0000008732,0
N0000009802,N0000009424,6
N0000009057,N0000009424,5
N0000008337,N0000009424,4
N0000008339,N0000009424,3
N0000008342,N0000009424,2
N0000009750,N0000009424,1
N0000009424,N0000009424,0
N0000009802,N0000008343,4
N0000009802,N0000020013,5
N0000009802,N0000008344,6
N0000009057,N0000008343,3
N0000009057,N0000020013,4
N0000009057,N0000008344,5
N0000008337,N0000008343,2
N0000008337,N0000020013,3
N0000008337,N0000008344,4
N0000008339,N0000008343,1
N0000008339,N0000020013,2
N0000008339,N0000008344,3
N0000008343,N0000008343,0
N0000008343,N0000020013,1
N0000008343,N0000008344,2
N0000020013,N0000020013,0
N0000020013,N0000008344,1
N0000008344,N0000008344,0
N0000009802,N0000008347,4
N0000009802,N0000009766,5
N0000009802,N0000008379,6
N0000009802,N0000008576,7
N0000009057,N0000008347,3
N0000009057,N0000009766,4
N0000009057,N0000008379,5
N0000009057,N0000008576,6
N0000008337,N0000008347,2
N0000008337,N0000009766,3
N0000008337,N0000008379,4
N0000008337,N0000008576,5
N0000008339,N0000008347,1
N0000008339,N0000009766,2
N0000008339,N0000008379,3
N0000008339,N0000008576,4
N0000008347,N0000008347,0
N0000008347,N0000009766,1
N0000008347,N0000008379,2
N0000008347,N0000008576,3
N0000009766,N0000009766,0
N0000009766,N0000008379,1
N0000009766,N0000008576,2
N0000008379,N0000008379,0
N0000008379,N0000008576,1
N0000008576,N0000008576,0
N0000009802,N0000009270,7
N0000009057,N0000009270,6
N0000008337,N0000009270,5
N0000008339,N0000009270,4
N0000008347,N0000009270,3
N0000009766,N0000009270,2
N0000008379,N0000009270,1
N0000009270,N0000009270,0
N0000009802,N0000008380,6
N0000009802,N0000008577,7
N0000009057,N0000008380,5
N0000009057,N0000008577,6
N0000008337,N0000008380,4
N0000008337,N0000008577,5
N0000008339,N0000008380,3
N0000008339,N0000008577,4
N0000008347,N0000008380,2
N0000008347,N0000008577,3
N0000009766,N0000008380,1
N0000009766,N0000008577,2
N0000008380,N0000008380,0
N0000008380,N0000008577,1
N0000008577,N0000008577,0
N0000009802,N0000009271,7
N0000009057,N0000009271,6
N0000008337,N0000009271,5
N0000008339,N0000009271,4
N0000008347,N0000009271,3
N0000009766,N0000009271,2
N0000008380,N0000009271,1
N0000009271,N0000009271,0
N0000009802,N0000009821,6
N0000009802,N0000008852,7
N0000009057,N0000009821,5
N0000009057,N0000008852,6
N0000008337,N0000009821,4
N0000008337,N0000008852,5
N0000008339,N0000009821,3
N0000008339,N0000008852,4
N0000008347,N0000009821,2
N0000008347,N0000008852,3
N0000009766,N0000009821,1
N0000009766,N0000008852,2
N0000009821,N0000009821,0
N0000009821,N0000008852,1
N0000008852,N0000008852,0
N0000009802,N0000009544,7
N0000009057,N0000009544,6
N0000008337,N0000009544,5
N0000008339,N0000009544,4
N0000008347,N0000009544,3
N0000009766,N0000009544,2
N0000009821,N0000009544,1
N0000009544,N0000009544,0
N0000009802,N0000009822,6
N0000009802,N0000008853,7
N0000009057,N0000009822,5
N0000009057,N0000008853,6
N0000008337,N0000009822,4
N0000008337,N0000008853,5
N0000008339,N0000009822,3
N0000008339,N0000008853,4
N0000008347,N0000009822,2
N0000008347,N0000008853,3
N0000009766,N0000009822,1
N0000009766,N0000008853,2
N0000009822,N0000009822,0
N0000009822,N0000008853,1
N0000008853,N0000008853,0
N0000009802,N0000009545,7
N0000009057,N0000009545,6
N0000008337,N0000009545,5
N0000008339,N0000009545,4
N0000008347,N0000009545,3
N0000009766,N0000009545,2
N0000009822,N0000009545,1
N0000009545,N0000009545,0
N0000009802,N0000009810,5
N0000009802,N0000008840,6
N0000009057,N0000009810,4
N0000009057,N0000008840,5
N0000008337,N0000009810,3
N0000008337,N0000008840,4
N0000008339,N0000009810,2
N0000008339,N0000008840,3
N0000008347,N0000009810,1
N0000008347,N0000008840,2
N0000009810,N0000009810,0
N0000009810,N0000008840,1
N0000008840,N0000008840,0
N0000009802,N0000009532,6
N0000009057,N0000009532,5
N0000008337,N0000009532,4
N0000008339,N0000009532,3
N0000008347,N0000009532,2
N0000009810,N0000009532,1
N0000009532,N0000009532,0
N0000009802,N0000009894,5
N0000009802,N0000008841,6
N0000009057,N0000009894,4
N0000009057,N0000008841,5
N0000008337,N0000009894,3
N0000008337,N0000008841,4
N0000008339,N0000009894,2
N0000008339,N0000008841,3
N0000008347,N0000009894,1
N0000008347,N0000008841,2
N0000009894,N0000009894,0
N0000009894,N0000008841,1
N0000009802,N0000009533,6
N0000009057,N0000009533,5
N0000008337,N0000009533,4
N0000008339,N0000009533,3
N0000008347,N0000009533,2
N0000009894,N0000009533,1
N0000009802,N0000009767,5
N0000009802,N0000009840,6
N0000009802,N0000008869,7
N0000009057,N0000009767,4
N0000009057,N0000009840,5
N0000009057,N0000008869,6
N0000008337,N0000009767,3
N0000008337,N0000009840,4
N0000008337,N0000008869,5
N0000008339,N0000009767,2
N0000008339,N0000009840,3
N0000008339,N0000008869,4
N0000008347,N0000009767,1
N0000008347,N0000009840,2
N0000008347,N0000008869,3
N0000009767,N0000009767,0
N0000009767,N0000009840,1
N0000009767,N0000008869,2
N0000009840,N0000009840,0
N0000009840,N0000008869,1
N0000008869,N0000008869,0
N0000009802,N0000009561,7
N0000009057,N0000009561,6
N0000008337,N0000009561,5
N0000008339,N0000009561,4
N0000008347,N0000009561,3
N0000009767,N0000009561,2
N0000009840,N0000009561,1
N0000009561,N0000009561,0
N0000009802,N0000009893,6
N0000009802,N0000009011,7
N0000009057,N0000009893,5
N0000009057,N0000009011,6
N0000008337,N0000009893,4
N0000008337,N0000009011,5
N0000008339,N0000009893,3
N0000008339,N0000009011,4
N0000008347,N0000009893,2
N0000008347,N0000009011,3
N0000009767,N0000009893,1
N0000009767,N0000009011,2
N0000009893,N0000009893,0
N0000009893,N0000009011,1
N0000009011,N0000009011,0
N0000009802,N0000009703,7
N0000009057,N0000009703,6
N0000008337,N0000009703,5
N0000008339,N0000009703,4
N0000008347,N0000009703,3
N0000009767,N0000009703,2
N0000009893,N0000009703,1
N0000009703,N0000009703,0
N0000009802,N0000008348,4
N0000009802,N0000008349,5
N0000009057,N0000008348,3
N0000009057,N0000008349,4
N0000008337,N0000008348,2
N0000008337,N0000008349,3
N0000008339,N0000008348,1
N0000008339,N0000008349,2
N0000008348,N0000008348,0
N0000008348,N0000008349,1
N0000008349,N0000008349,0
N0000009802,N0000008341,3
N0000009802,N0000009741,4
N0000009802,N0000008700,5
N0000009057,N0000008341,2
N0000009057,N0000009741,3
N0000009057,N0000008700,4
N0000008337,N0000008341,1
N0000008337,N0000009741,2
N0000008337,N0000008700,3
N0000008341,N0000008341,0
N0000008341,N0000009741,1
N0000008341,N0000008700,2
N0000009741,N0000009741,0
N0000009741,N0000008700,1
N0000008700,N0000008700,0
N0000009802,N0000009392,5
N0000009057,N0000009392,4
N0000008337,N0000009392,3
N0000008341,N0000009392,2
N0000009741,N0000009392,1
N0000009392,N0000009392,0
N0000009802,N0000009814,4
N0000009057,N0000009814,3
N0000009057,N0000008839,4
N0000008337,N0000009814,2
N0000008337,N0000008839,3
N0000008341,N0000009814,1
N0000008341,N0000008839,2
N0000009814,N0000009814,0
N0000009814,N0000008839,1
N0000009057,N0000009531,4
N0000008337,N0000009531,3
N0000008341,N0000009531,2
N0000009814,N0000009531,1
N0000009802,N0000008345,3
N0000009802,N0000008481,4
N0000009057,N0000008345,2
N0000009057,N0000008481,3
N0000008337,N0000008345,1
N0000008337,N0000008481,2
N0000008345,N0000008345,0
N0000008345,N0000008481,1
N0000008481,N0000008481,0
N0000009802,N0000009177,4
N0000009057,N0000009177,3
N0000008337,N0000009177,2
N0000008345,N0000009177,1
N0000009177,N0000009177,0
N0000009802,N0000009928,4
N0000009802,N0000010246,5
N0000009057,N0000009928,3
N0000009057,N0000010246,4
N0000008337,N0000009928,2
N0000008337,N0000010246,3
N0000008345,N0000009928,1
N0000008345,N0000010246,2
N0000009928,N0000009928,0
N0000009928,N0000010246,1
N0000010246,N0000010246,0
N0000009802,N0000010248,5
N0000009057,N0000010248,4
N0000008337,N0000010248,3
N0000008345,N0000010248,2
N0000009928,N0000010248,1
N0000010248,N0000010248,0
N0000009802,N0000009929,4
N0000009802,N0000010247,5
N0000009057,N0000009929,3
N0000009057,N0000010247,4
N0000008337,N0000009929,2
N0000008337,N0000010247,3
N0000008345,N0000009929,1
N0000008345,N0000010247,2
N0000009929,N0000009929,0
N0000009929,N0000010247,1
N0000010247,N0000010247,0
N0000009802,N0000010249,5
N0000009057,N0000010249,4
N0000008337,N0000010249,3
N0000008345,N0000010249,2
N0000009929,N0000010249,1
N0000010249,N0000010249,0
N0000009802,N0000008350,3
N0000009802,N0000009037,4
N0000009802,N0000008596,5
N0000009057,N0000008350,2
N0000009057,N0000009037,3
N0000009057,N0000008596,4
N0000008337,N0000008350,1
N0000008337,N0000009037,2
N0000008337,N0000008596,3
N0000008350,N0000008350,0
N0000008350,N0000009037,1
N0000008350,N0000008596,2
N0000009037,N0000009037,0
N0000009037,N0000008596,1
N0000008596,N0000008596,0
N0000009802,N0000009290,5
N0000009057,N0000009290,4
N0000008337,N0000009290,3
N0000008350,N0000009290,2
N0000009037,N0000009290,1
N0000009290,N0000009290,0
N0000009802,N0000009043,4
N0000009802,N0000008629,5
N0000009057,N0000009043,3
N0000009057,N0000008629,4
N0000008337,N0000009043,2
N0000008337,N0000008629,3
N0000008350,N0000009043,1
N0000008350,N0000008629,2
N0000009043,N0000009043,0
N0000009043,N0000008629,1
N0000008629,N0000008629,0
N0000009802,N0000009323,5
N0000009057,N0000009323,4
N0000008337,N0000009323,3
N0000008350,N0000009323,2
N0000009043,N0000009323,1
N0000009323,N0000009323,0
N0000009802,N0000009800,4
N0000009802,N0000008826,5
N0000009057,N0000009800,3
N0000009057,N0000008826,4
N0000008337,N0000009800,2
N0000008337,N0000008826,3
N0000008350,N0000009800,1
N0000008350,N0000008826,2
N0000009800,N0000009800,0
N0000009800,N0000008826,1
N0000008826,N0000008826,0
N0000009802,N0000009518,5
N0000009057,N0000009518,4
N0000008337,N0000009518,3
N0000008350,N0000009518,2
N0000009800,N0000009518,1
N0000009518,N0000009518,0
N0000009802,N0000009804,4
N0000009802,N0000008827,5
N0000009057,N0000009804,3
N0000009057,N0000008827,4
N0000008337,N0000009804,2
N0000008337,N0000008827,3
N0000008350,N0000009804,1
N0000008350,N0000008827,2
N0000009804,N0000009804,0
N0000009804,N0000008827,1
N0000008827,N0000008827,0
N0000009802,N0000009519,5
N0000009057,N0000009519,4
N0000008337,N0000009519,3
N0000008350,N0000009519,2
N0000009804,N0000009519,1
N0000009519,N0000009519,0
N0000009802,N0000175672,3
N0000009802,N0000175673,4
N0000009802,N0000175675,5
N0000009057,N0000175672,2
N0000009057,N0000175673,3
N0000009057,N0000175675,4
N0000008337,N0000175672,1
N0000008337,N0000175673,2
N0000008337,N0000175675,3
N0000175672,N0000175672,0
N0000175672,N0000175673,1
N0000175672,N0000175675,2
N0000175673,N0000175673,0
N0000175673,N0000175675,1
N0000175675,N0000175675,0
N0000009802,N0000175676,5
N0000009057,N0000175676,4
N0000008337,N0000175676,3
N0000175672,N0000175676,2
N0000175673,N0000175676,1
N0000175676,N0000175676,0
N0000009802,N0000175674,4
N0000009802,N0000175677,5
N0000009057,N0000175674,3
N0000009057,N0000175677,4
N0000008337,N0000175674,2
